,case_id,A_Create Application,A_Submitted,W_Handle leads,W_Complete application,A_Concept,A_Accepted,O_Create Offer,O_Created,O_Sent (mail and online),W_Call after offers,A_Complete,W_Validate application,A_Validating,O_Returned,W_Call incomplete files,A_Incomplete,O_Accepted,A_Pending,A_Denied,O_Refused,O_Cancelled,A_Cancelled,O_Sent (online only),W_Assess potential fraud,W_Personal Loan collection,W_Shortened completion ,time
20433,Application_329447519,1,1,2,3,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,290.5716155555556
20434,Application_1348744079,1,0,0,4,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1415.8452125
20435,Application_328932760,1,1,7,5,1,1,1,1,1,6,1,18,3,1,16,2,1,1,0,0,0,0,0,5,0,0,367.28367499999996
20436,Application_50576224,1,0,0,4,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,505.8727902777777
20437,Application_1259411948,1,0,0,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,742.6009033333333
20438,Application_800246704,1,0,0,4,1,1,1,1,1,6,1,12,2,1,6,1,1,1,0,0,0,0,0,0,0,0,317.27146
20439,Application_1152749844,1,1,2,2,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,766.5511033333333
20440,Application_801900394,1,0,0,3,1,1,3,3,3,6,1,7,1,1,10,1,1,1,0,0,2,0,0,0,0,0,503.40060388888895
20441,Application_1537912499,1,0,0,3,1,1,1,1,1,6,1,4,1,1,6,1,1,1,0,0,0,0,0,0,0,0,501.90410333333335
20442,Application_202087955,1,1,2,4,1,1,1,1,1,4,1,4,1,1,6,1,1,1,0,0,0,0,0,0,0,0,503.72232388888887
20443,Application_711725234,1,0,0,3,1,1,1,1,1,6,1,7,2,1,6,1,1,1,0,0,0,0,0,0,0,0,194.9858013888889
20444,Application_226388361,1,0,0,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,126.79324916666666
20445,Application_154552322,1,1,2,6,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,287.46399722222225
20446,Application_1875695770,1,0,0,3,1,1,1,1,1,6,1,7,1,0,8,1,0,0,0,0,1,1,0,0,0,0,336.56355138888887
20447,Application_1926890930,1,0,0,4,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,483.53572749999995
20448,Application_1634586365,1,0,0,3,1,1,1,1,1,6,1,7,2,1,14,2,1,1,0,0,0,0,0,0,0,0,501.8966061111111
20449,Application_1410914854,1,0,0,8,1,1,2,2,2,4,1,10,2,2,8,1,1,1,0,0,1,0,0,0,0,0,456.16395027777776
20450,Application_544502817,1,1,2,7,1,1,1,1,1,6,1,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,648.9595083333334
20451,Application_1627209602,1,1,9,5,1,1,1,1,1,6,1,10,3,1,18,3,1,1,0,0,0,0,0,0,0,0,501.3460452777778
20452,Application_1291035946,1,0,0,3,1,1,1,1,1,6,1,4,1,1,6,1,1,1,0,0,0,0,0,0,0,0,501.15220111111114
20453,Application_2042997000,1,0,0,3,1,1,2,2,2,6,1,15,4,1,20,3,1,1,0,0,1,0,0,0,0,0,266.8250772222222
20454,Application_1853485475,1,1,3,4,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,764.7259519444445
20455,Application_1095186366,1,0,0,3,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,171.7726105555556
20456,Application_1275110984,1,0,0,3,1,1,1,1,1,8,1,4,1,1,6,1,1,1,0,0,0,0,0,0,0,0,215.01653555555558
20457,Application_1060140097,1,1,2,2,1,1,1,1,1,6,1,8,2,1,5,1,1,1,0,0,0,0,0,0,0,0,338.0764086111111
20458,Application_582907466,1,1,3,4,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,764.247735
20459,Application_1799623115,1,1,2,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,763.963061388889
20460,Application_696591930,1,0,0,4,1,1,1,1,1,6,1,8,2,1,14,2,1,1,0,0,0,0,0,0,0,0,267.12558027777783
20461,Application_1779218436,1,1,2,2,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,478.49039583333337
20462,Application_1058232166,1,1,5,4,1,1,1,1,1,9,1,7,1,1,0,0,0,0,1,1,0,0,0,0,0,0,723.3581597222222
20463,Application_1591380725,1,1,2,2,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,763.7346383333334
20464,Application_1505068060,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,27.666003333333332
20465,Application_1631905533,1,1,5,4,1,1,1,1,1,6,1,9,2,1,6,1,0,0,1,1,0,0,0,0,0,0,453.5428416666666
20466,Application_1016977130,1,0,0,3,1,1,1,1,1,6,1,16,4,1,24,4,1,1,0,0,0,0,0,0,0,0,771.8171172222222
20467,Application_1057124582,1,1,2,2,1,1,1,1,1,6,1,4,1,1,6,1,1,1,0,0,0,0,0,0,0,0,500.25005555555555
20468,Application_1503447671,1,1,2,2,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,763.1178572222221
20469,Application_842228995,1,0,0,3,1,1,1,1,1,6,1,12,3,1,20,3,0,0,0,0,1,1,0,0,0,0,368.0212597222222
20470,Application_205714646,1,0,0,3,1,1,1,1,1,6,1,5,1,1,6,1,1,1,0,0,0,0,0,0,0,0,499.50630222222225
20471,Application_557081147,1,0,0,10,1,1,2,2,1,26,1,12,3,2,12,2,1,1,0,0,1,0,1,7,0,0,526.4395069444445
20472,Application_947190136,1,0,0,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,738.8376994444444
20473,Application_1987259833,1,1,2,2,1,1,1,1,1,8,1,10,2,1,8,1,1,1,0,0,0,0,0,0,0,0,332.63848194444444
20474,Application_373627092,1,0,0,11,1,1,2,2,1,4,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1435.7741066666667
20475,Application_258230370,1,1,2,3,1,1,2,2,2,6,1,15,3,2,76,2,1,1,0,0,1,0,0,0,0,0,650.620248611111
20476,Application_563181492,1,1,2,3,1,1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,47.51923111111111
20477,Application_1303175719,1,1,2,5,1,1,2,2,1,6,1,12,3,2,25,3,1,1,0,0,1,0,1,0,0,0,435.26816972222224
20478,Application_1411335960,1,1,2,4,1,1,2,2,2,8,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,162.81454333333335
20479,Application_2125780393,1,1,2,4,1,1,1,1,1,8,1,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,624.9182955555556
20480,Application_1584063031,1,1,2,3,1,1,2,2,2,6,1,12,3,1,12,2,1,1,0,0,1,0,0,0,0,0,1533.4377238888887
20481,Application_1512316419,1,0,0,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,738.2845844444445
20482,Application_156017418,1,1,2,5,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,288.0209791666667
20483,Application_554296517,1,1,2,2,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,762.1303083333333
20484,Application_1637270392,1,0,0,3,1,1,2,2,1,6,1,11,3,2,11,2,1,1,0,0,1,0,1,0,0,0,314.44072694444446
20485,Application_2122225410,1,1,2,4,1,1,2,2,2,8,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1435.0699719444447
20486,Application_1509175510,1,1,2,2,1,1,2,2,2,8,1,7,1,1,0,0,1,1,0,0,1,0,0,0,0,0,619.8476841666667
20487,Application_212310205,1,0,0,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,737.6125088888889
20488,Application_562060380,1,1,2,2,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,761.6025622222222
20489,Application_551514124,1,0,0,4,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,330.83995
20490,Application_1758149250,1,0,0,4,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,259.5154938888889
20491,Application_1613406336,1,1,2,2,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,761.3111072222222
20492,Application_1926308840,1,1,3,6,1,1,1,1,1,6,1,7,2,1,6,1,0,0,1,1,0,0,0,0,0,0,453.09644388888887
20493,Application_1732543782,1,1,2,2,1,1,2,2,1,6,1,23,4,1,30,3,1,1,0,0,1,0,1,0,0,0,2157.737783611111
20494,Application_1300456520,1,0,0,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,736.973328888889
20495,Application_1920816013,1,0,0,3,1,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,736.8526136111111
20496,Application_2058348157,1,1,2,4,1,1,4,4,4,6,1,11,3,1,12,2,1,1,0,0,3,0,0,0,0,0,598.9971311111111
20497,Application_1355018748,1,0,0,3,1,1,1,1,1,6,1,8,2,1,6,1,0,0,1,1,0,0,0,0,0,0,616.8753744444444
20498,Application_528009222,1,1,2,2,1,1,2,2,1,8,1,15,3,2,12,2,1,1,0,0,1,0,1,0,0,0,598.401325
20499,Application_885911054,1,0,0,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,736.3574455555555
20500,Application_560224082,1,0,0,3,1,1,2,2,2,6,1,11,2,1,6,1,1,1,0,0,1,0,0,0,0,0,285.55254305555553
20501,Application_525478783,1,0,0,4,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,760.0606391666666
20502,Application_1157425174,1,1,2,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,783.9301461111112
20503,Application_151071258,1,0,0,3,1,1,1,1,1,6,1,11,3,1,22,3,1,1,0,0,0,0,0,0,0,0,310.39598
20504,Application_552469674,1,0,0,5,1,1,1,1,0,5,1,16,3,1,12,2,1,1,0,0,0,0,1,0,0,0,116.62813166666666
20505,Application_1640686521,1,1,2,6,1,1,2,2,2,8,1,4,1,1,6,1,1,1,0,0,1,0,0,0,0,0,497.09533999999996
20506,Application_377193775,1,0,0,3,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,666.2728716666667
20507,Application_708467795,1,1,2,3,1,1,2,2,2,6,1,11,2,1,6,1,1,1,0,0,1,0,0,0,0,0,520.1132094444445
20508,Application_1607629489,1,0,0,3,1,1,3,3,2,6,1,5,1,1,6,1,1,1,0,0,2,0,1,0,0,0,1264.2881394444446
20509,Application_2136585657,1,1,2,4,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,783.4209186111111
20510,Application_418977266,1,1,2,4,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,304.15935527777776
20511,Application_1727672274,1,0,0,4,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,734.8059883333334
20512,Application_94251497,1,0,0,3,1,1,1,1,1,6,1,8,2,1,10,1,1,1,0,0,0,0,0,0,0,0,257.8804608333333
20513,Application_797609517,1,1,2,8,1,1,2,2,2,4,1,12,2,1,8,1,0,0,1,2,0,0,0,0,0,0,423.5101602777778
20514,Application_283722286,1,1,2,3,1,1,1,1,1,6,1,24,5,1,26,5,1,1,0,0,0,0,0,0,0,0,494.0395552777778
20515,Application_663952046,1,1,2,6,1,1,1,1,1,4,1,4,1,1,6,1,1,1,0,0,0,0,0,0,0,0,261.1602991666667
20516,Application_666599414,1,1,3,10,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1166.0981980555557
20517,Application_889180637,1,1,2,4,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,830.0032913888888
20518,Application_1489167383,1,1,2,4,1,1,1,1,1,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,781.8650363888888
20519,Application_1173120713,1,0,0,3,1,1,2,2,2,6,1,4,1,1,8,1,1,1,0,0,1,0,0,0,0,0,521.8231702777778
20520,Application_884501072,1,0,0,3,1,1,1,1,1,6,1,8,2,1,6,1,1,1,0,0,0,0,0,0,0,0,303.8457783333333
20521,Application_2137333928,1,0,0,3,1,1,1,1,1,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,20.846291666666666
20522,Application_1264952511,1,1,3,7,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,829.0474111111112
20523,Application_1972537897,1,0,0,3,1,1,1,1,1,6,1,7,2,1,6,1,0,0,1,1,0,0,0,0,0,0,182.8218225
20524,Application_2082499091,1,0,0,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,732.5498536111112
20525,Application_1385296276,1,0,0,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,732.1682566666666
20526,Application_736423659,1,1,2,9,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,828.1149975000001
20527,Application_1097245728,1,1,2,4,1,1,1,1,1,6,1,7,2,1,12,1,1,1,0,0,0,0,0,0,0,0,617.5967652777778
20528,Application_1468030857,1,1,4,8,1,1,1,1,1,6,1,12,3,1,18,3,1,1,0,0,0,0,0,0,0,0,491.67024472222226
20529,Application_2039050263,1,1,2,2,1,1,1,1,1,4,1,11,2,1,6,1,1,1,0,0,0,0,0,0,0,0,275.24413555555554
20530,Application_740984735,1,0,0,3,1,1,1,1,1,6,1,4,1,1,6,1,1,1,0,0,0,0,0,0,0,0,207.38404777777777
20531,Application_1426883688,1,1,2,4,1,1,1,1,1,6,1,10,2,1,8,1,1,1,0,0,0,0,0,0,0,0,591.4838363888889
20532,Application_208022364,1,0,0,5,1,1,1,1,1,6,1,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,494.6902225
20533,Application_718036686,1,0,0,9,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,827.3756202777778
20534,Application_1650220511,1,0,0,3,1,1,2,2,2,6,1,8,1,1,10,1,1,1,0,0,1,0,0,10,0,0,781.3245788888889
20535,Application_1831173886,1,1,2,2,1,1,2,2,2,4,1,7,2,1,12,2,1,1,0,0,1,0,0,0,0,0,491.90193194444447
20536,Application_736365847,1,1,2,3,1,1,1,1,1,6,1,8,2,1,6,1,1,1,0,0,0,0,0,0,0,0,641.2249633333333
20537,Application_2031121918,1,1,2,4,1,1,1,1,1,4,1,29,6,1,33,5,1,1,0,0,0,0,0,0,0,0,612.5444416666668
20538,Application_1110679028,1,1,2,2,1,1,1,1,1,6,1,8,2,1,6,1,1,1,0,0,0,0,0,0,0,0,298.5743702777778
20539,Application_457635074,1,1,2,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,255.78214166666666
20540,Application_616353590,1,1,2,4,1,1,1,1,1,4,1,6,1,1,6,1,1,1,0,0,0,0,0,0,0,0,490.2850736111111
20541,Application_1750224714,1,1,2,8,1,1,1,1,1,6,1,4,1,1,14,1,0,0,1,1,0,0,0,0,0,0,765.7247783333333
20542,Application_1782101940,1,1,2,2,1,1,2,2,1,6,1,18,3,2,16,2,1,1,0,0,1,0,1,0,0,0,490.2759505555556
20543,Application_970722505,1,1,2,5,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,824.5320238888888
20544,Application_27269617,1,1,2,5,1,1,1,1,1,6,1,20,3,1,18,3,1,1,0,0,0,0,0,0,0,0,487.28203972222224
20545,Application_808785433,1,1,2,2,1,1,2,2,2,6,1,8,2,1,12,2,1,1,0,0,1,0,0,0,0,0,1017.276166111111
20546,Application_540396134,1,1,2,9,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,846.5627572222222
20547,Application_550234739,1,1,2,6,1,1,4,4,4,9,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,989.7349594444444
20548,Application_1850250024,1,1,2,4,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,820.7978794444444
20549,Application_1694775428,1,1,2,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,820.5316055555555
20550,Application_1886642603,1,1,3,4,1,1,1,1,1,9,1,4,1,1,8,1,1,1,0,0,0,0,0,0,0,0,321.66716361111116
20551,Application_1957814754,1,1,2,5,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,816.3703458333333
20552,Application_1037011977,1,1,2,4,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,840.1578686111111
20553,Application_197042529,1,1,2,2,1,1,1,1,1,4,1,8,2,1,14,2,1,1,0,0,0,0,0,0,0,0,480.4428766666667
20554,Application_453986624,1,0,0,3,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,168.9558447222222
20555,Application_1951854639,1,0,0,8,1,1,1,1,1,6,1,7,2,1,6,1,1,1,0,0,0,0,0,0,0,0,576.0604275000001
20556,Application_893461700,1,1,2,5,1,1,1,1,1,6,1,11,3,1,16,2,0,0,1,1,0,0,0,23,0,0,1086.6104047222223
20557,Application_1389964655,1,0,0,4,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,742.5808919444445
20558,Application_313616696,1,1,2,2,1,1,1,1,1,6,1,11,2,1,14,2,1,1,0,0,0,0,0,0,0,0,295.21559666666667
20559,Application_747738027,1,0,0,4,1,1,1,1,1,6,1,9,2,1,5,1,1,1,0,0,0,0,0,0,0,0,291.74671555555557
20560,Application_334990768,1,0,0,3,1,1,3,3,2,6,1,11,3,1,12,2,1,1,0,0,2,0,0,0,0,0,458.00087083333335
20561,Application_1095206483,1,1,2,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,742.1792877777777
20562,Application_467003345,1,0,0,3,1,1,1,1,1,6,1,4,1,1,6,1,1,1,0,0,0,0,0,0,0,0,480.3043013888889
20563,Application_681292905,1,1,2,2,1,1,1,1,1,6,1,4,1,1,6,1,1,1,0,0,0,0,0,0,0,0,478.2429372222222
20564,Application_392175616,1,0,0,3,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,741.5617783333332
20565,Application_17860810,1,0,0,3,1,1,2,2,1,4,1,11,2,2,12,2,1,1,0,0,1,0,1,0,0,0,173.46871388888889
20566,Application_1621523623,1,0,0,4,1,1,3,3,2,6,1,4,1,1,0,0,0,0,1,3,0,0,0,0,0,0,312.64690055555553
20567,Application_1584479496,1,1,2,2,1,1,1,1,1,6,1,12,3,1,13,2,1,1,0,0,0,0,0,0,0,0,914.4827697222222
20568,Application_1637208771,1,0,0,3,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,741.4163511111111
20569,Application_1338026869,1,0,0,4,1,1,1,1,1,6,1,7,2,1,6,1,1,1,0,0,0,0,0,0,0,0,411.9653147222222
20570,Application_160078889,1,1,2,2,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,741.2618741666666
20571,Application_1446938915,1,1,2,2,1,1,1,1,1,4,1,7,2,1,12,2,1,1,0,0,0,0,0,0,0,0,476.62198972222217
20572,Application_138016526,1,0,0,4,1,1,1,1,1,6,1,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,170.35076472222224
20573,Application_511851215,1,0,0,4,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,245.07974083333335
20574,Application_706764263,1,1,2,5,1,1,1,1,1,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,812.7961936111111
20575,Application_1779259859,1,1,3,5,1,1,1,1,1,6,1,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,287.6841622222222
20576,Application_1412910283,1,0,0,4,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,166.60005055555558
20577,Application_443891075,1,1,3,4,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,764.6795474999999
20578,Application_639492793,1,1,2,2,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,740.647943888889
20579,Application_1142700960,1,0,0,3,1,1,1,1,1,6,1,4,1,1,6,1,1,1,0,0,0,0,0,0,0,0,241.77741833333332
20580,Application_1019266700,1,1,3,4,1,1,2,2,2,6,1,11,3,1,12,2,1,1,0,0,1,0,0,0,0,0,455.59549194444446
20581,Application_736953048,1,0,0,3,1,1,1,1,1,6,1,8,2,1,8,1,1,1,0,0,0,0,0,0,0,0,288.15549416666664
20582,Application_1656790978,1,1,2,5,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,812.3352866666667
20583,Application_1442063096,1,0,0,4,1,1,1,1,1,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,149.79915083333333
20584,Application_959546362,1,0,0,7,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,812.1769655555556
20585,Application_1166347462,1,1,2,5,1,1,1,1,1,4,1,8,2,1,8,1,1,1,0,0,0,0,0,0,0,0,287.57217444444444
20586,Application_91723771,1,1,2,3,1,1,1,1,1,6,1,4,1,1,6,1,1,1,0,0,0,0,0,0,0,0,477.21231111111115
20587,Application_409717104,1,0,0,6,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,621.2362202777779
20588,Application_1618602912,1,0,0,9,1,1,1,1,1,4,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,244.62864861111112
20589,Application_1202941254,1,1,2,4,1,1,1,1,1,4,1,8,2,1,8,1,1,1,0,0,0,0,0,0,0,0,312.5468769444444
20590,Application_1839068775,1,0,0,6,1,1,1,1,1,6,1,9,2,1,6,1,1,1,0,0,0,0,0,0,0,0,500.6020080555556
20591,Application_1270884238,1,0,0,3,1,1,1,1,1,6,1,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,239.35117333333335
20592,Application_1949886827,1,1,2,4,1,1,1,1,1,6,1,8,2,1,4,1,1,1,0,0,0,0,0,0,0,0,627.5600252777779
20593,Application_243406211,1,1,2,5,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,835.6605005555556
20594,Application_374524978,1,0,0,3,1,1,1,1,1,6,1,4,1,1,8,1,1,1,0,0,0,0,0,0,0,0,477.8877122222222
20595,Application_1339038636,1,0,0,3,1,1,1,1,1,6,1,12,3,1,20,3,1,1,0,0,0,0,0,0,0,0,474.85348305555556
20596,Application_1880837817,1,0,0,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,95.87643805555557
20597,Application_1465368885,1,1,2,4,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,835.4735058333333
20598,Application_1754572868,1,1,2,2,1,1,1,1,1,4,1,14,3,1,9,2,1,1,0,0,0,0,0,0,0,0,288.6639538888889
20599,Application_698385238,1,0,0,3,1,1,1,1,1,6,1,6,1,1,8,1,1,1,0,0,0,0,0,0,0,0,239.17138638888892
20600,Application_1909968010,1,0,0,4,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,738.9741644444445
20601,Application_1425392632,1,0,0,3,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,339.22861861111113
20602,Application_1386592498,1,1,2,5,1,1,1,1,1,6,1,7,2,1,6,1,1,1,0,0,0,0,0,0,0,0,476.33246138888893
20603,Application_1436977103,1,0,0,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,738.7750658333334
20604,Application_2068972133,1,1,2,2,1,1,1,1,1,4,1,4,1,1,6,1,1,1,0,0,0,0,0,0,0,0,265.09344416666664
20605,Application_1711233931,1,1,2,4,1,1,2,2,2,6,1,4,1,1,8,1,1,1,0,0,1,0,0,0,0,0,600.388456111111
20606,Application_886140378,1,1,2,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,810.582685
20607,Application_1100936810,1,1,3,6,1,1,1,1,1,6,1,8,2,1,8,1,1,1,0,0,0,0,0,0,0,0,841.7572541666667
20608,Application_17571183,1,0,0,3,1,1,2,2,2,6,1,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,236.72862944444444
20609,Application_344142106,1,1,2,3,1,1,1,1,1,6,1,4,1,1,6,1,1,1,0,0,0,0,0,0,0,0,474.3926083333333
20610,Application_2066286284,1,1,2,5,1,1,4,4,3,6,1,11,3,1,18,3,1,1,0,0,3,0,1,0,0,0,1242.7093402777778
20611,Application_1975004259,1,1,2,6,1,1,1,1,1,6,1,12,2,1,6,1,0,0,1,1,0,0,0,0,0,0,477.433785
20612,Application_1258970243,1,0,0,3,1,1,1,1,1,6,1,12,3,1,12,2,1,1,0,0,0,0,0,0,0,0,622.3925875
20613,Application_311415281,1,1,2,3,1,1,2,2,1,6,1,12,2,2,12,2,1,1,0,0,1,0,1,0,0,0,472.9693713888889
20614,Application_1632648599,1,0,0,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,737.5535841666666
20615,Application_1912407341,1,1,2,4,1,1,1,1,1,6,1,9,2,1,18,2,1,1,0,0,0,0,0,0,0,0,1242.5167499999998
20616,Application_439542460,1,0,0,3,1,1,1,1,1,6,1,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,258.88479805555556
20617,Application_2332561,1,1,2,7,1,1,1,1,1,6,1,4,1,1,8,1,1,1,0,0,0,0,0,0,0,0,289.5555263888889
20618,Application_1084966420,1,1,2,4,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,191.36750388888888
20619,Application_286172113,1,1,5,6,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,976.6652525000001
20620,Application_1996778657,1,1,2,4,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,832.5639436111111
20621,Application_732864251,1,0,0,3,1,1,1,1,1,6,1,8,2,1,16,2,1,1,0,0,0,0,0,0,0,0,499.6508608333333
20622,Application_63400703,1,0,0,3,1,1,3,3,3,6,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,136.5534913888889
20623,Application_729450852,1,0,0,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,736.1810655555556
20624,Application_344576661,1,1,3,7,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,832.1698661111112
20625,Application_192544350,1,0,0,3,1,1,1,1,1,6,1,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,258.1310722222222
20626,Application_1633301470,1,0,0,8,1,1,1,1,1,8,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,312.04742972222226
20627,Application_1780723721,1,0,0,4,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,718.0448269444444
